,BlackElo,ECO,Event,Opening,Result,Termination,TimeControl,WhiteElo,BlackTitle,WhiteTitle,Move_ply_200,Category,Opening_new,freq,ELO Diff,Ave ELO
170224,1360,C02,Rated Bullet game,French Defense: Advance Variation #2,1-0,Normal,120+1,1436,,,,Bullet,French Defense,13036,76,1398.0
170226,1579,A04,Rated Bullet game,Zukertort Opening: Sicilian Invitation,1-0,Normal,15+4,1624,,,,Bullet,Zukertort Opening,3388,45,1601.5
170256,1421,A41,Rated Bullet tournament https://lichess.org/tournament/cDvJxBbp,Queen's Pawn,1-0,Normal,60+0,1866,,,,Bullet,Queen's Pawn Game,1407,445,1643.5
170259,1390,B10,Rated Bullet game,Caro-Kann Defense,1-0,Time forfeit,120+1,1394,,,,Bullet,Caro-Kann Defense,6878,4,1392.0
170270,1488,C55,Rated Bullet game,Italian Game: Two Knights Defense,0-1,Time forfeit,60+0,1556,,,,Bullet,Italian Game,8617,68,1522.0
170274,1378,A10,Rated Bullet game,English Opening,0-1,Normal,60+0,1420,,,,Bullet,English Opening,7494,42,1399.0
170282,1892,A00,Rated UltraBullet tournament https://lichess.org/tournament/PgqfQaG0,Van't Kruijs Opening,0-1,Time forfeit,15+0,1345,,,,Bullet,Van't Kruijs Opening,2719,-547,1618.5
170287,1603,A04,Rated Bullet game,Zukertort Opening: Black Mustang Defense,1-0,Time forfeit,60+0,1617,,,,Bullet,Zukertort Opening,3388,14,1610.0
170290,1674,A06,Rated Bullet tournament https://lichess.org/tournament/MxQ7WDnt,Zukertort Opening: Tennison Gambit,0-1,Normal,60+0,1331,,,,Bullet,Zukertort Opening,3388,-343,1502.5
170302,1623,C46,Rated Bullet game,Three Knights Opening,1-0,Time forfeit,60+0,1560,,,,Bullet,Three Knights Opening,1268,-63,1591.5
170306,1500,A43,Rated UltraBullet tournament https://lichess.org/tournament/PgqfQaG0,Old Benoni Defense,1-0,Time forfeit,15+0,1283,,,,Bullet,Old Benoni Defense,867,-217,1391.5
170307,1413,A00,Rated Bullet game,Hungarian Opening,0-1,Time forfeit,60+0,1443,,,,Bullet,Hungarian Opening,2313,30,1428.0
170319,1347,C02,Rated Bullet game,"French Defense: Advance Variation, Main Line",1-0,Time forfeit,120+1,1435,,,,Bullet,French Defense,13036,88,1391.0
170322,1353,C00,Rated Bullet game,French Defense: Knight Variation,1-0,Normal,120+1,1336,,,,Bullet,French Defense,13036,-17,1344.5
170375,1475,D30,Rated Bullet game,Queen's Gambit Declined,0-1,Normal,60+0,1431,,,,Bullet,Queen's Gambit Declined,4145,-44,1453.0
170378,1383,D00,Rated Bullet game,Queen's Pawn Game: Mason Attack,1-0,Time forfeit,60+0,1369,,,,Bullet,Queen's Pawn Game,13096,-14,1376.0
170385,1439,C40,Rated Bullet game,King's Knight Opening,0-1,Normal,120+1,1342,,,,Bullet,King's Knight Opening,1113,-97,1390.5
170389,1418,C25,Rated Bullet game,Vienna Game: Vienna Gambit,0-1,Time forfeit,60+0,1423,,,,Bullet,Vienna Game,1849,5,1420.5
170439,1475,B01,Rated Bullet game,Scandinavian Defense: Modern Variation #2,1/2-1/2,Normal,120+1,1554,,,,Bullet,Scandinavian Defense,7890,79,1514.5
170449,1705,B06,Rated Bullet game,Robatsch (Modern) Defense,1-0,Normal,120+1,1678,,,,Bullet,Robatsch (Modern) Defense,867,-27,1691.5
170475,1544,C45,Rated Bullet game,Scotch Game,0-1,Normal,120+1,1562,,,,Bullet,Scotch Game,4227,18,1553.0
170476,1428,B01,Rated Bullet game,Scandinavian Defense,0-1,Normal,60+0,1405,,,,Bullet,Scandinavian Defense,7890,-23,1416.5
170480,1315,C55,Rated Bullet game,"Italian Game: Two Knights Defense, Modern Bishop's Opening",1-0,Normal,120+1,1314,,,,Bullet,Italian Game,8617,-1,1314.5
170497,1224,B30,Rated Bullet game,Sicilian Defense: Old Sicilian,1-0,Time forfeit,60+0,1381,,,,Bullet,Sicilian Defense,27238,157,1302.5
170504,1300,B00,Rated Bullet game,Owen Defense,1-0,Time forfeit,60+0,1378,,,,Bullet,Owen Defense,1829,78,1339.0
170513,1511,C40,Rated Bullet game,Elephant Gambit,0-1,Normal,120+1,1475,,,,Bullet,Elephant Gambit,549,-36,1493.0
170520,1556,B06,Rated Bullet game,Robatsch (Modern) Defense,1-0,Time forfeit,60+0,1481,,,,Bullet,Robatsch (Modern) Defense,867,-75,1518.5
170530,1590,A00,Rated Bullet game,Hungarian Opening,0-1,Normal,60+2,1544,,,,Bullet,Hungarian Opening,2313,-46,1567.0
170533,1459,C41,Rated Bullet game,Philidor Defense #3,1-0,Time forfeit,60+0,1570,,,,Bullet,Philidor Defense,5391,111,1514.5
170561,1412,C40,Rated Bullet game,King's Pawn Game: Busch-Gass Gambit,1-0,Normal,120+1,1349,,,,Bullet,King's Pawn Game,6903,-63,1380.5
170568,1411,C42,Rated Bullet tournament https://lichess.org/tournament/YpuwCpH8,Petrov's Defense,1-0,Time forfeit,60+0,1681,,,,Bullet,Petrov Defense,832,270,1546.0
170572,1584,B00,Rated Bullet game,Owen Defense,0-1,Time forfeit,60+0,1669,,,,Bullet,Owen Defense,1829,85,1626.5
170582,1476,B52,Rated Bullet game,"Sicilian Defense: Canal Attack, Main Line",1-0,Normal,120+1,1466,,,,Bullet,Sicilian Defense,27238,-10,1471.0
170593,1461,A01,Rated Bullet game,Nimzo-Larsen Attack: Modern Variation #4,1-0,Normal,120+1,1517,,,,Bullet,Nimzo-Larsen Attack,2228,56,1489.0
170602,1667,C21,Rated Bullet game,Danish Gambit,0-1,Time forfeit,120+1,1665,,,,Bullet,Danish Gambit,349,-2,1666.0
170621,1665,A22,Rated Bullet game,"English Opening: King's English Variation, Two Knights Variation",1-0,Normal,60+0,1642,,,,Bullet,English Opening,7494,-23,1653.5
170622,1407,D30,Rated Bullet game,Queen's Gambit Declined,1/2-1/2,Normal,60+0,1437,,,,Bullet,Queen's Gambit Declined,4145,30,1422.0
170625,1574,A00,Rated UltraBullet game,Gedult's Opening,0-1,Time forfeit,15+0,1377,,,,Bullet,Gedult's Opening,155,-197,1475.5
170628,1618,C08,Rated Bullet game,"French Defense: Tarrasch, Open, 4.exd5 exd5",0-1,Normal,120+1,1539,,,,Bullet,French Defense,13036,-79,1578.5
170631,1510,A00,Rated Bullet game,Polish Opening,0-1,Normal,60+0,1487,,,,Bullet,Polish Opening,733,-23,1498.5
170632,1294,C50,Rated Bullet game,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",1-0,Normal,120+1,1366,,,,Bullet,Italian Game,8617,72,1330.0
170645,1384,A06,Rated Bullet game,Zukertort Opening: Tennison Gambit,1-0,Time forfeit,60+0,1406,,,,Bullet,Zukertort Opening,3388,22,1395.0
170655,1598,C00,Rated Bullet game,French Defense: Normal Variation,1-0,Normal,60+0,1538,,,,Bullet,French Defense,13036,-60,1568.0
170672,1620,B01,Rated Bullet game,Scandinavian Defense,0-1,Normal,60+0,1749,,,,Bullet,Scandinavian Defense,7890,129,1684.5
170675,1620,B30,Rated Bullet tournament https://lichess.org/tournament/lmThecRK,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,1-0,Normal,60+1,1446,,,,Bullet,Sicilian Defense,27238,-174,1533.0
170700,1509,D07,Rated Bullet game,Queen's Gambit Refused: Chigorin Defense,0-1,Normal,60+0,1552,,,,Bullet,Queen's Gambit Declined,2704,43,1530.5
170702,1500,C46,Rated Bullet game,Four Knights Game: Italian Variation,1-0,Time forfeit,60+0,1507,,,,Bullet,Four Knights Game,3524,7,1503.5
170711,1334,D02,Rated Bullet game,Queen's Pawn Game: Zukertort Variation,0-1,Normal,120+1,1349,,,,Bullet,Queen's Pawn Game,13096,15,1341.5
170714,1346,C20,Rated Bullet game,King's Pawn Game: Napoleon Attack,0-1,Time forfeit,60+0,1261,,,,Bullet,King's Pawn Game,6903,-85,1303.5
170716,1630,B03,Rated Bullet game,Alekhine Defense: Hunt Variation,0-1,Normal,60+0,1672,,,,Bullet,Alekhine Defense,2101,42,1651.0
170738,1686,B06,Rated Bullet tournament https://lichess.org/tournament/VsCqscRS,Modern Defense,0-1,Normal,60+0,1023,,,,Bullet,Modern Defense,3666,-663,1354.5
170752,1285,C23,Rated Bullet game,Bishop's Opening,1-0,Time forfeit,60+0,1382,,,,Bullet,Bishop's Opening,2817,97,1333.5
170754,1615,B01,Rated Bullet tournament https://lichess.org/tournament/VsCqscRS,Scandinavian Defense: Mieses-Kotroc Variation,1-0,Time forfeit,60+0,1661,,,,Bullet,Scandinavian Defense,7890,46,1638.0
170763,1353,A40,Rated Bullet game,"Englund Gambit Declined, Reversed French",0-1,Normal,60+0,1424,,,,Bullet,Englund Gambit Declined,594,71,1388.5
170765,1526,B00,Rated Bullet game,Owen Defense,1-0,Normal,60+0,1568,,,,Bullet,Owen Defense,1829,42,1547.0
170801,1400,A00,Rated Bullet game,Hungarian Opening: Indian Defense,0-1,Normal,60+0,1441,,,,Bullet,Hungarian Opening,2313,41,1420.5
170830,1425,C24,Rated Bullet game,Bishop's Opening: Urusov Gambit,0-1,Time forfeit,60+0,1439,,,,Bullet,Bishop's Opening,2817,14,1432.0
170832,1807,B23,Rated Bullet tournament https://lichess.org/tournament/uAn3FPS5,Sicilian Defense: Closed,0-1,Normal,30+0,1507,,,,Bullet,Sicilian Defense,27238,-300,1657.0
170843,1369,C46,Rated Bullet game,Four Knights Game,1-0,Time forfeit,60+0,1367,,,,Bullet,Four Knights Game,3524,-2,1368.0
170868,1573,D02,Rated Bullet game,Queen's Pawn Game: Anti-Torre,1-0,Normal,120+0,1794,,,,Bullet,Queen's Pawn Game,13096,221,1683.5
170897,1333,A06,Rated Bullet game,Zukertort Opening: Tennison Gambit,1-0,Normal,60+0,1316,,,,Bullet,Zukertort Opening,3388,-17,1324.5
170906,1398,C62,Rated Bullet game,Ruy Lopez: Steinitz Defense,0-1,Normal,120+1,1404,,,,Bullet,Ruy Lopez,6912,6,1401.0
170910,1585,C00,Rated Bullet game,French Defense #2,0-1,Time forfeit,60+0,1553,,,,Bullet,French Defense,13036,-32,1569.0
170914,1549,C30,Rated Bullet game,"King's Gambit Declined, Petrov's Defense",0-1,Time forfeit,60+0,1542,,,,Bullet,King's Gambit Declined,743,-7,1545.5
170920,1367,B01,Rated Bullet game,Scandinavian Defense: Modern Variation #2,0-1,Normal,60+0,1461,,,,Bullet,Scandinavian Defense,7890,94,1414.0
170960,1432,A06,Rated Bullet game,Zukertort Opening: Tennison Gambit,0-1,Normal,60+0,1430,,,,Bullet,Zukertort Opening,3388,-2,1431.0
170968,1317,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,1-0,Time forfeit,60+0,1329,,,,Bullet,Scandinavian Defense,7890,12,1323.0
170980,1452,B10,Rated Bullet game,Caro-Kann Defense,0-1,Normal,60+0,1430,,,,Bullet,Caro-Kann Defense,6878,-22,1441.0
170984,1570,D10,Rated Bullet game,Slav Defense #3,1-0,Normal,120+1,1755,,,,Bullet,Slav Defense,2437,185,1662.5
170993,1645,B22,Rated Bullet game,"Sicilian Defense: Alapin Variation, Barmen Defense, Central Exchange",1-0,Normal,90+2,1624,,,,Bullet,Sicilian Defense,27238,-21,1634.5
171009,1357,A00,Rated Bullet game,Hungarian Opening: Reversed Modern Defense,0-1,Normal,60+0,1417,,,,Bullet,Hungarian Opening,2313,60,1387.0
171011,1633,B01,Rated Bullet game,Scandinavian Defense: Modern Variation #2,1-0,Time forfeit,120+1,1652,,,,Bullet,Scandinavian Defense,7890,19,1642.5
171025,1332,B30,Rated Bullet game,Sicilian Defense: Old Sicilian,0-1,Time forfeit,60+0,1307,,,,Bullet,Sicilian Defense,27238,-25,1319.5
171040,1249,A40,Rated Bullet game,Englund Gambit,1-0,Time forfeit,60+0,1354,,,,Bullet,Englund Gambit,651,105,1301.5
171060,1561,D00,Rated Bullet game,Queen's Pawn Game: Levitsky Attack,0-1,Normal,60+0,1565,,,,Bullet,Queen's Pawn Game,13096,4,1563.0
171064,1667,A02,Rated Bullet game,Bird Opening: From's Gambit,1-0,Time forfeit,0+1,1714,,,,Bullet,Bird Opening,1581,47,1690.5
171069,1339,C41,Rated Bullet game,Philidor Defense: Steinitz Variation,0-1,Time forfeit,60+0,1271,,,,Bullet,Philidor Defense,5391,-68,1305.0
171094,1469,C46,Rated Bullet tournament https://lichess.org/tournament/wnVinREm,Four Knights Game,1-0,Time forfeit,30+0,1632,,,,Bullet,Four Knights Game,3524,163,1550.5
171099,1530,C36,Rated Bullet game,King's Gambit Accepted: Modern Defense #2,1-0,Normal,60+0,1453,,,,Bullet,King's Gambit Accepted,1706,-77,1491.5
171121,1554,C20,Rated Bullet game,King's Pawn Game: Leonardis Variation,0-1,Normal,120+1,1560,,,,Bullet,King's Pawn Game,6903,6,1557.0
171130,1311,B30,Rated Bullet game,Sicilian Defense: Old Sicilian,0-1,Time forfeit,120+1,1353,,,,Bullet,Sicilian Defense,27238,42,1332.0
171133,1536,A00,Rated Bullet tournament https://lichess.org/tournament/s6J5PEyI,Van Geet Opening,0-1,Normal,60+0,1656,,,,Bullet,Van Geet Opening,693,120,1596.0
171149,1607,A46,Rated Bullet game,Indian Game: London System,1-0,Normal,60+0,1430,,,,Bullet,Indian Game,4090,-177,1518.5
171162,1369,D15,Rated Bullet game,Slav Defense: Three Knights Variation,1-0,Time forfeit,120+1,1376,,,,Bullet,Slav Defense,2437,7,1372.5
171167,1478,D20,Rated Bullet game,Queen's Gambit Accepted: Saduleto Variation,1-0,Normal,120+1,1500,,,,Bullet,Queen's Gambit Accepted,2590,22,1489.0
171170,1495,D00,Rated Bullet tournament https://lichess.org/tournament/ZnsTNtf5,Queen's Pawn Game: Levitsky Attack,1-0,Time forfeit,60+0,1408,,,,Bullet,Queen's Pawn Game,13096,-87,1451.5
171182,1508,A40,Rated Bullet game,Queen's Pawn,1-0,Time forfeit,60+0,1339,,,,Bullet,Queen's Pawn Game,1407,-169,1423.5
171193,1432,D00,Rated Bullet game,Blackmar-Diemer Gambit: Rasa-Studier Gambit,0-1,Time forfeit,60+0,1437,,,,Bullet,Blackmar-Diemer Gambit,631,5,1434.5
171194,1643,C23,Rated Bullet game,Bishop's Opening,0-1,Time forfeit,60+0,1640,,,,Bullet,Bishop's Opening,2817,-3,1641.5
171211,1504,A04,Rated Bullet game,Zukertort Opening: Ross Gambit,1-0,Normal,60+0,1509,,,,Bullet,Zukertort Opening,3388,5,1506.5
171214,1493,A40,Rated Bullet game,Queen's Pawn,1-0,Time forfeit,120+1,1525,,,,Bullet,Queen's Pawn Game,1407,32,1509.0
171222,1525,B22,Rated Bullet game,"Sicilian Defense: Alapin Variation, Barmen Defense, Central Exchange",1/2-1/2,Normal,120+1,1515,,,,Bullet,Sicilian Defense,27238,-10,1520.0
171224,1322,B23,Rated Bullet tournament https://lichess.org/tournament/wr2XAwRl,Sicilian Defense: Closed Variation,1-0,Time forfeit,120+1,1533,,,,Bullet,Sicilian Defense,27238,211,1427.5
171253,1830,A00,Rated Bullet tournament https://lichess.org/tournament/W13Gaqsf,Ware Opening,0-1,Normal,60+0,1136,,,,Bullet,Ware Defense,185,-694,1483.0
171268,1639,C41,Rated Bullet game,Philidor Defense #3,0-1,Normal,60+0,1607,,,,Bullet,Philidor Defense,5391,-32,1623.0
171296,1239,B32,Rated Bullet tournament https://lichess.org/tournament/ZJLAMJnd,Sicilian Defense: Open #3,1-0,Time forfeit,60+0,1840,,,,Bullet,Sicilian Defense,27238,601,1539.5
171306,1682,B02,Rated Bullet game,Alekhine Defense: Scandinavian Variation,1-0,Normal,60+2,1541,,,,Bullet,Alekhine Defense,2101,-141,1611.5
171312,1521,B01,Rated Bullet game,Scandinavian Defense: Modern Variation #2,0-1,Time forfeit,60+0,1399,,,,Bullet,Scandinavian Defense,7890,-122,1460.0
171319,1525,A43,Rated Bullet game,Old Benoni Defense,0-1,Normal,60+0,1530,,,,Bullet,Old Benoni Defense,867,5,1527.5
171342,1675,D00,Rated Bullet game,Queen's Pawn Game #2,0-1,Time forfeit,60+0,1664,,,,Bullet,Queen's Pawn Game,13096,-11,1669.5
171343,1358,C34,Rated Bullet game,"King's Gambit Accepted, MacLeod Defense",1-0,Normal,60+0,1374,,,,Bullet,King's Gambit Accepted,1706,16,1366.0
171371,1470,A00,Rated Bullet tournament https://lichess.org/tournament/1fvSmSkH,Van't Kruijs Opening,1-0,Normal,60+1,1371,,,,Bullet,Van't Kruijs Opening,2719,-99,1420.5
171377,1508,C40,Rated Bullet game,King's Knight Opening,0-1,Normal,60+0,1492,,,,Bullet,King's Knight Opening,1113,-16,1500.0
171386,1682,C01,Rated Bullet game,French Defense: Mediterranean Defense,1-0,Normal,60+0,1711,,,,Bullet,French Defense,13036,29,1696.5
171416,1429,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,1-0,Time forfeit,60+0,1429,,,,Bullet,Scandinavian Defense,7890,0,1429.0
171419,1490,A35,Rated Bullet game,"English Opening: Symmetrical Variation, Two Knights Variation",0-1,Time forfeit,60+0,1470,,,,Bullet,English Opening,7494,-20,1480.0
171425,1379,C44,Rated Bullet game,"Scotch Game: Scotch Gambit, Sarratt Variation",1-0,Time forfeit,60+0,1387,,,,Bullet,Scotch Game,4227,8,1383.0
171455,1244,E10,Rated Bullet game,Indian Game: Anti-Nimzo-Indian,1-0,Time forfeit,120+1,1519,,,,Bullet,Indian Game,4090,275,1381.5
171463,1545,C41,Rated Bullet game,Philidor Defense: Exchange Variation #3,1-0,Normal,120+1,1705,,,,Bullet,Philidor Defense,5391,160,1625.0
171473,1341,C57,Rated Bullet game,"Italian Game: Two Knights Defense, Polerio Defense",0-1,Normal,60+0,1298,,,,Bullet,Italian Game,8617,-43,1319.5
171485,1467,C46,Rated Bullet game,Three Knights Opening,0-1,Normal,60+0,1500,,,,Bullet,Three Knights Opening,1268,33,1483.5
171489,1638,B00,Rated Bullet game,Owen Defense,0-1,Normal,120+1,1675,,,,Bullet,Owen Defense,1829,37,1656.5
171490,1145,B54,Rated Bullet tournament https://lichess.org/tournament/Jx807oxw,Sicilian Defense #2,0-1,Time forfeit,90+0,1614,,,,Bullet,Sicilian Defense,27238,469,1379.5
171496,1315,C00,Rated Bullet game,French Defense: Knight Variation,0-1,Normal,120+1,1297,,,,Bullet,French Defense,13036,-18,1306.0
171515,1296,D00,Rated Bullet game,Queen's Pawn Game: Chigorin Variation,1-0,Time forfeit,60+0,1330,,,,Bullet,Queen's Pawn Game,13096,34,1313.0
171530,1492,A11,Rated Bullet game,English Opening: Caro-Kann Defensive System,0-1,Time forfeit,120+1,1498,,,,Bullet,English Opening,7494,6,1495.0
171535,1592,A01,Rated Bullet game,Nimzo-Larsen Attack: English Variation,0-1,Normal,60+0,1583,,,,Bullet,Nimzo-Larsen Attack,2228,-9,1587.5
171539,1550,B11,Rated Bullet game,Caro-Kann Defense,0-1,Normal,60+0,1594,,,,Bullet,Caro-Kann Defense,6878,44,1572.0
171557,1664,A04,Rated Bullet game,Zukertort Opening: Queenside Fianchetto Variation,1-0,Normal,60+0,1701,,,,Bullet,Zukertort Opening,3388,37,1682.5
171567,1539,A34,Rated Bullet game,"English Opening: Symmetrical Variation, Fianchetto Variation",1-0,Normal,120+1,1559,,,,Bullet,English Opening,7494,20,1549.0
171584,1296,C00,Rated Bullet tournament https://lichess.org/tournament/yPVeWF9Z,French Defense: Normal Variation,0-1,Time forfeit,60+0,1396,,,,Bullet,French Defense,13036,100,1346.0
171610,1451,B50,Rated Bullet game,Sicilian Defense,0-1,Normal,60+0,1366,,,,Bullet,Sicilian Defense,27238,-85,1408.5
171622,1382,D05,Rated Bullet game,Colle System: Traditional Colle,1-0,Time forfeit,60+0,1246,,,,Bullet,Colle System,352,-136,1314.0
171628,1309,B06,Rated Bullet game,Modern Defense: Standard Defense,1-0,Normal,60+0,1335,,,,Bullet,Modern Defense,3666,26,1322.0
171646,1352,C40,Rated Bullet game,King's Pawn Game: Busch-Gass Gambit,0-1,Time forfeit,60+0,1423,,,,Bullet,King's Pawn Game,6903,71,1387.5
171667,1372,C00,Rated Bullet game,French Defense: Knight Variation,1-0,Time forfeit,60+0,1352,,,,Bullet,French Defense,13036,-20,1362.0
171673,1388,B95,Rated Bullet game,Sicilian Defense: Najdorf Variation,0-1,Normal,120+1,1425,,,,Bullet,Sicilian Defense,27238,37,1406.5
171676,1407,A00,Rated Bullet tournament https://lichess.org/tournament/yPVeWF9Z,Hungarian Opening,1-0,Normal,60+0,1566,,,,Bullet,Hungarian Opening,2313,159,1486.5
171677,1356,C64,Rated Bullet game,Ruy Lopez: Classical Variation,1-0,Normal,60+0,1369,,,,Bullet,Ruy Lopez,6912,13,1362.5
171691,1287,D20,Rated Bullet game,Queen's Gambit Accepted,1-0,Time forfeit,60+0,1325,,,,Bullet,Queen's Gambit Accepted,2590,38,1306.0
171699,1589,A08,Rated Bullet game,King's Indian Attack,0-1,Time forfeit,60+2,1636,,,,Bullet,King's Indian Attack,802,47,1612.5
171717,1376,B01,Rated Bullet game,Scandinavian Defense,1-0,Normal,60+0,1395,,,,Bullet,Scandinavian Defense,7890,19,1385.5
171720,1631,A13,Rated Bullet game,English Opening: Agincourt Defense #2,0-1,Time forfeit,60+0,1623,,,,Bullet,English Opening,7494,-8,1627.0
171734,1536,B00,Rated Bullet game,Owen Defense,1-0,Normal,60+0,1487,,,,Bullet,Owen Defense,1829,-49,1511.5
171747,1389,B80,Rated Bullet game,Sicilian Defense: Scheveningen Variation,0-1,Normal,120+1,1359,,,,Bullet,Sicilian Defense,27238,-30,1374.0
171777,1110,A02,Rated Bullet tournament https://lichess.org/tournament/LVzDCmFM,Bird Opening,1-0,Time forfeit,30+0,1627,,,,Bullet,Bird Opening,1581,517,1368.5
171782,1402,B10,Rated Bullet game,Caro-Kann Defense,1-0,Time forfeit,60+0,1399,,,,Bullet,Caro-Kann Defense,6878,-3,1400.5
171786,1470,C41,Rated Bullet game,Philidor Defense #2,1-0,Time forfeit,60+0,1453,,,,Bullet,Philidor Defense,5391,-17,1461.5
171801,1616,A10,Rated Bullet game,English Opening,0-1,Normal,60+0,1613,,,,Bullet,English Opening,7494,-3,1614.5
171803,1588,B53,Rated Bullet game,Sicilian Defense: Chekhover Variation,0-1,Normal,120+1,1518,,,,Bullet,Sicilian Defense,27238,-70,1553.0
171827,1245,C02,Rated Bullet tournament https://lichess.org/tournament/LVzDCmFM,"French Defense: Advance, Steinitz Variation",0-1,Normal,30+0,1526,,,,Bullet,French Defense,13036,281,1385.5
171844,1677,D10,Rated Bullet tournament https://lichess.org/tournament/JIKCloBl,Slav Defense #2,0-1,Time forfeit,60+1,1602,,,,Bullet,Slav Defense,2437,-75,1639.5
171845,1711,B20,Rated Bullet game,Sicilian Defense,0-1,Normal,60+0,1614,,,,Bullet,Sicilian Defense,27238,-97,1662.5
171846,1500,C44,Rated Bullet game,Ponziani Opening,0-1,Time forfeit,60+0,1435,,,,Bullet,Ponziani Opening,539,-65,1467.5
171858,1493,C57,Rated Bullet game,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",0-1,Time forfeit,60+0,1460,,,,Bullet,Italian Game,8617,-33,1476.5
171860,1880,A06,Rated Bullet tournament https://lichess.org/tournament/LVzDCmFM,Zukertort Opening: Tennison Gambit,0-1,Time forfeit,30+0,1463,,,,Bullet,Zukertort Opening,3388,-417,1671.5
171890,1589,C40,Rated Bullet tournament https://lichess.org/tournament/LVzDCmFM,King's Pawn Game: Busch-Gass Gambit,1-0,Time forfeit,30+0,1388,,,,Bullet,King's Pawn Game,6903,-201,1488.5
171892,1448,D00,Rated Bullet game,Queen's Pawn Game #2,1-0,Time forfeit,60+0,1422,,,,Bullet,Queen's Pawn Game,13096,-26,1435.0
171898,1526,C34,Rated Bullet game,"King's Gambit Accepted, Fischer Defense",0-1,Normal,120+1,1515,,,,Bullet,King's Gambit Accepted,1706,-11,1520.5
171903,1404,A00,Rated Bullet tournament https://lichess.org/tournament/LVzDCmFM,Van't Kruijs Opening,0-1,Time forfeit,30+0,1416,,,,Bullet,Van't Kruijs Opening,2719,12,1410.0
171905,1422,C44,Rated Bullet game,Ponziani Opening,1-0,Normal,60+0,1396,,,,Bullet,Ponziani Opening,539,-26,1409.0
171914,1818,B06,Rated Bullet game,Modern Defense,0-1,Time forfeit,45+0,1365,,,,Bullet,Modern Defense,3666,-453,1591.5
171932,1468,D02,Rated Bullet game,Queen's Pawn Game: London System,1-0,Time forfeit,60+0,1484,,,,Bullet,Queen's Pawn Game,13096,16,1476.0
171942,1384,C44,Rated Bullet game,Scotch Game,1-0,Normal,120+1,1394,,,,Bullet,Scotch Game,4227,10,1389.0
171961,1450,C23,Rated Bullet game,Bishop's Opening,0-1,Time forfeit,60+0,1470,,,,Bullet,Bishop's Opening,2817,20,1460.0
171974,1381,A28,Rated Bullet game,"English Opening: King's English Variation, Four Knights Variation, Korchnoi Line",0-1,Time forfeit,60+0,1371,,,,Bullet,English Opening,7494,-10,1376.0
172001,1461,D39,Rated Bullet tournament https://lichess.org/tournament/LVzDCmFM,"Queen's Gambit Declined: Ragozin Defense, Vienna Variation",1-0,Time forfeit,30+0,1795,,CM,,Bullet,Queen's Gambit Declined,4145,334,1628.0
172002,1409,B00,Rated Bullet game,St. George Defense,0-1,Normal,15+4,1249,,,,Bullet,St. George Defense,339,-160,1329.0
172006,1404,B44,Rated Bullet game,Sicilian Defense: Paulsen Variation,1/2-1/2,Normal,120+1,1445,,,,Bullet,Sicilian Defense,27238,41,1424.5
172013,1401,D20,Rated Bullet game,Queen's Gambit Accepted: Old Variation,0-1,Time forfeit,60+0,1394,,,,Bullet,Queen's Gambit Accepted,2590,-7,1397.5
172026,1219,A00,Rated Bullet tournament https://lichess.org/tournament/LVzDCmFM,Van't Kruijs Opening,1-0,Time forfeit,30+0,1739,,,,Bullet,Van't Kruijs Opening,2719,520,1479.0
172035,1598,A01,Rated Bullet game,Nimzo-Larsen Attack: Indian Variation,1-0,Time forfeit,60+0,1615,,,,Bullet,Nimzo-Larsen Attack,2228,17,1606.5
172052,1505,C42,Rated Bullet game,Petrov's Defense #2,1-0,Normal,120+1,1448,,,,Bullet,Petrov Defense,832,-57,1476.5
172056,1488,C45,Rated Bullet game,Scotch Game,1-0,Time forfeit,60+0,1431,,,,Bullet,Scotch Game,4227,-57,1459.5
172058,1514,A04,Rated Bullet game,Zukertort Opening: Vos Gambit,1-0,Normal,60+0,1491,,,,Bullet,Zukertort Opening,3388,-23,1502.5
172060,1556,C41,Rated Bullet game,Philidor Defense #2,0-1,Time forfeit,60+0,1554,,,,Bullet,Philidor Defense,5391,-2,1555.0
172067,1546,B06,Rated Bullet game,Modern Defense: Geller's System,1-0,Time forfeit,60+0,1501,,,,Bullet,Modern Defense,3666,-45,1523.5
172070,1495,A11,Rated Bullet game,English Opening: Caro-Kann Defensive System,0-1,Normal,60+0,1444,,,,Bullet,English Opening,7494,-51,1469.5
172077,1437,C41,Rated Bullet game,Philidor Defense,0-1,Time forfeit,120+1,1411,,,,Bullet,Philidor Defense,5391,-26,1424.0
172078,1679,B10,Rated Bullet game,Caro-Kann Defense,1-0,Normal,60+0,1687,,,,Bullet,Caro-Kann Defense,6878,8,1683.0
172079,1511,C45,Rated Bullet game,Scotch Game: Blumenfeld Attack,1-0,Normal,60+2,1655,,,,Bullet,Scotch Game,4227,144,1583.0
172084,1240,C42,Rated Bullet tournament https://lichess.org/tournament/LVzDCmFM,Petrov's Defense #2,1-0,Time forfeit,30+0,1408,,,,Bullet,Petrov Defense,832,168,1324.0
172093,1515,B30,Rated Bullet game,Sicilian Defense: Old Sicilian,1-0,Time forfeit,60+0,1521,,,,Bullet,Sicilian Defense,27238,6,1518.0
