,BlackElo,ECO,Event,Opening,Result,Termination,TimeControl,WhiteElo,BlackTitle,WhiteTitle,Move_ply_200,Category,Opening_new,freq,ELO Diff,Ave ELO
186026,1961,B21,Rated Bullet game,Sicilian Defense: McDonnell Attack,1-0,Time forfeit,120+1,1943,,,,Bullet,Sicilian Defense,27238,-18,1952.0
186037,1847,B23,Rated Bullet game,Sicilian Defense: Closed Variation,1-0,Time forfeit,120+1,2160,,,,Bullet,Sicilian Defense,27238,313,2003.5
186048,2076,A40,Rated Bullet game,Queen's Pawn,1-0,Normal,60+0,1986,,,,Bullet,Queen's Pawn Game,1407,-90,2031.0
186086,1694,B11,Rated Bullet game,Caro-Kann Defense,0-1,Time forfeit,120+1,1746,,,,Bullet,Caro-Kann Defense,6878,52,1720.0
186102,1770,E90,Rated Bullet game,"King's Indian Defense: Normal Variation, Rare Defenses",1-0,Time forfeit,60+0,1752,,,,Bullet,King's Indian Defense,2170,-18,1761.0
186121,2236,D06,Rated Bullet game,"Queen's Gambit Refused: Chigorin Defense, Lazard Gambit",1-0,Time forfeit,60+0,2210,,,,Bullet,Queen's Gambit Declined,2704,-26,2223.0
186129,1827,C00,Rated Bullet game,French Defense: King's Indian Attack,0-1,Time forfeit,60+0,1893,,,,Bullet,French Defense,13036,66,1860.0
186153,1694,C41,Rated Bullet game,Philidor Defense,1-0,Normal,60+0,1707,,,,Bullet,Philidor Defense,5391,13,1700.5
186191,1944,A04,Rated UltraBullet game,Zukertort Opening: Kingside Fianchetto,0-1,Time forfeit,15+0,1863,,,,Bullet,Zukertort Opening,3388,-81,1903.5
186208,1797,C10,Rated Bullet game,"French Defense: Rubinstein Variation, Fort Knox Variation",1-0,Normal,120+1,1863,,,,Bullet,French Defense,13036,66,1830.0
186217,2229,A00,Rated Bullet game,Clemenz Opening,0-1,Normal,60+0,2272,,,,Bullet,Clemenz Opening,115,43,2250.5
186287,1902,C28,Rated Bullet tournament https://lichess.org/tournament/pzKyoKee,"Vienna Game: Vienna Gambit, Pierce Gambit",0-1,Normal,60+0,2235,,,,Bullet,Vienna Game,1849,333,2068.5
186309,1953,B01,Rated Bullet game,Scandinavian Defense,0-1,Normal,60+0,1880,,,,Bullet,Scandinavian Defense,7890,-73,1916.5
186379,1798,C48,Rated Bullet game,Four Knights Game: Spanish Variation,0-1,Time forfeit,60+0,1806,,,,Bullet,Four Knights Game,3524,8,1802.0
186428,1783,A30,Rated Bullet game,English Opening: Symmetrical Variation,1-0,Time forfeit,60+0,1662,,,,Bullet,English Opening,7494,-121,1722.5
186432,1687,C00,Rated Bullet game,French Defense: Queen's Knight,0-1,Time forfeit,60+0,1736,,,,Bullet,French Defense,13036,49,1711.5
186446,2055,B90,Rated Bullet game,"Sicilian Defense: Najdorf, Lipnitsky Attack",1-0,Time forfeit,60+0,2233,,,,Bullet,Sicilian Defense,27238,178,2144.0
186457,1776,C31,Rated Bullet game,"King's Gambit, Falkbeer Countergambit, Staunton Line",0-1,Normal,120+1,1759,,,,Bullet,King's Gambit,591,-17,1767.5
186496,1834,D55,Rated Bullet game,"Queen's Gambit Declined: Modern Variation, Normal Line",1-0,Time forfeit,120+1,1905,,,,Bullet,Queen's Gambit Declined,4145,71,1869.5
186512,1732,C00,Rated Bullet game,French Defense: Knight Variation,1-0,Normal,120+1,1848,,,,Bullet,French Defense,13036,116,1790.0
186518,1852,B25,Rated Bullet tournament https://lichess.org/tournament/4HW4kIF6,"Sicilian Defense: Closed Variation, Traditional",0-1,Normal,60+1,1798,,,,Bullet,Sicilian Defense,27238,-54,1825.0
186519,2044,C30,Rated Bullet game,"King's Gambit Declined, Queen's Knight Defense",1-0,Time forfeit,60+0,1967,,,,Bullet,King's Gambit Declined,743,-77,2005.5
186522,1860,A00,Rated Bullet game,Ware Opening,1-0,Time forfeit,120+0,1854,,,,Bullet,Ware Defense,185,-6,1857.0
186532,2335,A01,Rated Bullet game,Nimzo-Larsen Attack: Classical Variation,0-1,Normal,60+0,2363,,,,Bullet,Nimzo-Larsen Attack,2228,28,2349.0
186536,1717,B50,Rated Bullet game,Sicilian Defense,1-0,Normal,60+0,1727,,,,Bullet,Sicilian Defense,27238,10,1722.0
186579,2089,B03,Rated Bullet tournament https://lichess.org/tournament/5X1wCnKH,Alekhine Defense #3,0-1,Time forfeit,120+0,1454,,,,Bullet,Alekhine Defense,2101,-635,1771.5
186609,1979,D00,Rated Bullet game,Queen's Pawn Game #2,1-0,Normal,120+1,1781,,,,Bullet,Queen's Pawn Game,13096,-198,1880.0
186610,1903,B40,Rated Bullet game,Sicilian Defense: Kramnik Variation,0-1,Time forfeit,60+0,1898,,,,Bullet,Sicilian Defense,27238,-5,1900.5
186613,1743,B02,Rated Bullet game,Alekhine Defense,0-1,Time forfeit,120+0,1660,,,,Bullet,Alekhine Defense,2101,-83,1701.5
186615,1841,E05,Rated Bullet game,"Catalan Opening: Open Defense, Classical Line",0-1,Time forfeit,60+0,2154,,,,Bullet,Catalan Opening,201,313,1997.5
186616,1702,A00,Rated Bullet game,Van't Kruijs Opening,1-0,Normal,60+0,1712,,,,Bullet,Van't Kruijs Opening,2719,10,1707.0
186633,1672,B07,Rated Bullet game,Rat Defense: Balogh Defense,1-0,Time forfeit,0+1,1807,,,,Bullet,Rat Defense,755,135,1739.5
186639,1801,C51,Rated Bullet game,"Italian Game: Evans Gambit, McDonnell Defense",1-0,Normal,120+1,1808,,,,Bullet,Italian Game,8617,7,1804.5
186689,1723,C00,Rated Bullet tournament https://lichess.org/tournament/ex3aaQLG,"French Defense: La Bourdonnais Variation, Reuter Gambit",0-1,Time forfeit,30+0,1759,,,,Bullet,French Defense,13036,36,1741.0
186720,1990,A04,Rated Bullet game,Zukertort Opening: Sicilian Invitation,0-1,Time forfeit,60+0,1994,,,,Bullet,Zukertort Opening,3388,4,1992.0
186728,1949,C07,Rated Bullet game,"French Defense: Tarrasch Variation, Chistyakov Defense",0-1,Normal,120+1,1706,,,,Bullet,French Defense,13036,-243,1827.5
186737,2193,A41,Rated UltraBullet game,Queen's Pawn,0-1,Time forfeit,15+0,2355,,,,Bullet,Queen's Pawn Game,1407,162,2274.0
186750,2020,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Time forfeit,60+0,1766,,,,Bullet,Van't Kruijs Opening,2719,-254,1893.0
186761,1732,C47,Rated Bullet game,Four Knights Game: Scotch Variation,1-0,Normal,60+0,1773,,,,Bullet,Four Knights Game,3524,41,1752.5
186773,1890,B00,Rated UltraBullet game,Nimzowitsch Defense,1-0,Time forfeit,15+0,2059,,,,Bullet,Nimzowitsch Defense,2364,169,1974.5
186775,1796,B08,Rated Bullet game,Pirc Defense: Classical Variation,0-1,Time forfeit,60+0,1788,,,,Bullet,Pirc Defense,2814,-8,1792.0
186823,1671,B00,Rated Bullet game,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",1-0,Time forfeit,60+0,1735,,,,Bullet,Nimzowitsch Defense,2364,64,1703.0
186848,1739,E81,Rated Bullet game,"King's Indian Defense: SÃ¤misch Variation, Normal Defense",1-0,Time forfeit,60+0,1758,,,,Bullet,King's Indian Defense,2170,19,1748.5
186911,1868,B32,Rated Bullet game,Sicilian Defense: Loewenthal Variation,0-1,Time forfeit,0+2,1876,,,,Bullet,Sicilian Defense,27238,8,1872.0
